episode,total_dist,best_dist,steps,routes,avg_loss,epsilon
28,3077.6144202947617,2638.2909709215164,,,,0.74136
29,3107.54187810421,2638.2909709215164,,,,0.74136
30,3359.333205103874,2638.2909709215164,,,,0.74136
1,5089.927005767822,5089.927005767822,,,,0.48877
2,4203.520694255829,4203.520694255829,,,,0.48877
3,2866.640284895897,2866.640284895897,,,,0.48877
4,2780.854592323303,2780.854592323303,,,,0.48877
5,2734.891892552376,2734.891892552376,,,,0.48877
6,2638.2909709215164,2638.2909709215164,,,,0.48877
7,2661.7838903665543,2638.2909709215164,,,,0.48877
8,2782.610918402672,2638.2909709215164,,,,0.48877
9,2732.5083445310593,2638.2909709215164,,,,0.48877
10,2776.9068348407745,2638.2909709215164,,,,0.48877
11,2702.607541203499,2638.2909709215164,,,,0.48877
12,2936.854337453842,2638.2909709215164,,,,0.48877
13,2872.288740515709,2638.2909709215164,,,,0.48877
14,3026.3632682561874,2638.2909709215164,,,,0.48877
15,2930.9932450056076,2638.2909709215164,,,,0.48877
16,3029.236044883728,2638.2909709215164,,,,0.48877
17,3355.334189414978,2638.2909709215164,,,,0.48877
18,3100.5435004234314,2638.2909709215164,,,,0.48877
19,3089.6172055006027,2638.2909709215164,,,,0.48877
20,3275.9412727355957,2638.2909709215164,,,,0.48877
21,2953.9391635656357,2638.2909709215164,,,,0.48877
22,3354.0724033117294,2638.2909709215164,,,,0.48877
23,3247.033349275589,2638.2909709215164,,,,0.48877
24,3023.1225702762604,2638.2909709215164,,,,0.48877
25,3109.028694629669,2638.2909709215164,,,,0.48877
26,3475.9635944366455,2638.2909709215164,,,,0.48877
27,3329.4921053647995,2638.2909709215164,,,,0.48877
28,3077.6144202947617,2638.2909709215164,,,,0.48877
29,3107.54187810421,2638.2909709215164,,,,0.48877
30,3359.333205103874,2638.2909709215164,,,,0.48877
31,3127.80883538723,2638.2909709215164,,,,0.48877
32,3301.868815302849,2638.2909709215164,,,,0.48877
33,3239.348664045334,2638.2909709215164,,,,0.48877
34,3165.486392855644,2638.2909709215164,,,,0.48877
35,3117.4452666044235,2638.2909709215164,,,,0.48877
36,3257.035403609276,2638.2909709215164,,,,0.48877
37,3163.4551519155502,2638.2909709215164,,,,0.48877
38,3272.387843966484,2638.2909709215164,,,,0.48877
39,3196.320958018303,2638.2909709215164,,,,0.48877
40,3137.3819926977158,2638.2909709215164,,,,0.48877
1,5089.927005767822,5089.927005767822,,,,0.23502
2,4203.520694255829,4203.520694255829,,,,0.23502
3,2866.640284895897,2866.640284895897,,,,0.23502
4,2780.854592323303,2780.854592323303,,,,0.23502
5,2734.891892552376,2734.891892552376,,,,0.23502
6,2638.2909709215164,2638.2909709215164,,,,0.23502
7,2661.7838903665543,2638.2909709215164,,,,0.23502
8,2782.610918402672,2638.2909709215164,,,,0.23502
9,2732.5083445310593,2638.2909709215164,,,,0.23502
10,2776.9068348407745,2638.2909709215164,,,,0.23502
11,2702.607541203499,2638.2909709215164,,,,0.23502
12,2936.854337453842,2638.2909709215164,,,,0.23502
13,2872.288740515709,2638.2909709215164,,,,0.23502
14,3026.3632682561874,2638.2909709215164,,,,0.23502
15,2930.9932450056076,2638.2909709215164,,,,0.23502
16,3029.236044883728,2638.2909709215164,,,,0.23502
17,3355.334189414978,2638.2909709215164,,,,0.23502
18,3100.5435004234314,2638.2909709215164,,,,0.23502
19,3089.6172055006027,2638.2909709215164,,,,0.23502
20,3275.9412727355957,2638.2909709215164,,,,0.23502
21,2953.9391635656357,2638.2909709215164,,,,0.23502
22,3354.0724033117294,2638.2909709215164,,,,0.23502
23,3247.033349275589,2638.2909709215164,,,,0.23502
24,3023.1225702762604,2638.2909709215164,,,,0.23502
25,3109.028694629669,2638.2909709215164,,,,0.23502
26,3475.9635944366455,2638.2909709215164,,,,0.23502
27,3329.4921053647995,2638.2909709215164,,,,0.23502
28,3077.6144202947617,2638.2909709215164,,,,0.23502
29,3107.54187810421,2638.2909709215164,,,,0.23502
30,3359.333205103874,2638.2909709215164,,,,0.23502
31,3127.80883538723,2638.2909709215164,,,,0.23502
32,3301.868815302849,2638.2909709215164,,,,0.23502
33,3239.348664045334,2638.2909709215164,,,,0.23502
34,3165.486392855644,2638.2909709215164,,,,0.23502
35,3117.4452666044235,2638.2909709215164,,,,0.23502
36,3257.035403609276,2638.2909709215164,,,,0.23502
37,3163.4551519155502,2638.2909709215164,,,,0.23502
38,3272.387843966484,2638.2909709215164,,,,0.23502
39,3196.320958018303,2638.2909709215164,,,,0.23502
40,3137.3819926977158,2638.2909709215164,,,,0.23502
41,3198.756848692894,2638.2909709215164,,,,0.23502
42,3173.071401953697,2638.2909709215164,,,,0.23502
43,3086.769812941551,2638.2909709215164,,,,0.23502
44,3078.088633418083,2638.2909709215164,,,,0.23502
45,3230.066668868065,2638.2909709215164,,,,0.23502
46,3247.365138888359,2638.2909709215164,,,,0.23502
47,3457.5575865507126,2638.2909709215164,,,,0.23502
48,3510.0952447652817,2638.2909709215164,,,,0.23502
49,3528.399558901787,2638.2909709215164,,,,0.23502
50,3501.464410185814,2638.2909709215164,,,,0.23502
